Disease,Symptom_1,Symptom_2,Symptom_3,Symptom_4
Hepatitis B,itching,fatigue,lethargy,yellowish_skin
Typhoid,chills,vomiting,fatigue,high_fever
Chicken pox,itching,skin_rash,fatigue,lethargy
Chronic cholestasis,itching,vomiting,yellowish_skin,nausea
Pneumonia,chills,fatigue,cough,breathlessness
Arthritis,muscle_weakness,stiff_neck,swelling_joints,movement_stiffness
Acne,skin_rash,pus_filled_pimples,blackheads,scurring
Urinary tract infection,burning_micturition,bladder_discomfort,foul_smell_of urine,continuous_feel_of_urine
Hyperthyroidism,fatigue,mood_swings,weight_loss,restlessness
Cervical spondylosis,back_pain,weakness_in_limbs,neck_pain,dizziness
Bronchial Asthma,fatigue,cough,breathlessness,family_history
Osteoarthristis,joint_pain,neck_pain,knee_pain,hip_joint_pain
Hepatitis B,itching,fatigue,lethargy,yellowish_skin
Varicose veins,cramps,bruising,obesity,swollen_legs
Psoriasis,skin_rash,joint_pain,skin_peeling,silver_like_dusting
Malaria,chills,vomiting,high_fever,sweating
Chronic cholestasis,itching,vomiting,yellowish_skin,nausea
Hepatitis C,fatigue,yellowish_skin,nausea,loss_of_appetite
Common Cold,continuous_sneezing,chills,fatigue,high_fever
Hepatitis B,itching,fatigue,lethargy,yellowish_skin
Pneumonia,chills,fatigue,cough,high_fever
Hypothyroidism,fatigue,weight_gain,cold_hands_and_feets,mood_swings
Fungal infection,itching,nodal_skin_eruptions,dischromic _patches,
Varicose veins,fatigue,cramps,bruising,obesity
Dimorphic hemmorhoids(piles),constipation,pain_during_bowel_movements,pain_in_anal_region,irritation_in_anus
Fungal infection,skin_rash,nodal_skin_eruptions,dischromic _patches,
Dimorphic hemmorhoids(piles),constipation,pain_during_bowel_movements,pain_in_anal_region,bloody_stool
Urinary tract infection,burning_micturition,bladder_discomfort,foul_smell_of urine,continuous_feel_of_urine
Hepatitis B,itching,fatigue,lethargy,yellowish_skin
Migraine,acidity,indigestion,headache,excessive_hunger
Fungal infection,itching,skin_rash,dischromic _patches,
Arthritis,muscle_weakness,stiff_neck,swelling_joints,movement_stiffness
Psoriasis,skin_rash,joint_pain,skin_peeling,small_dents_in_nails
Hyperthyroidism,fatigue,mood_swings,weight_loss,restlessness
Chronic cholestasis,itching,vomiting,yellowish_skin,nausea
Common Cold,continuous_sneezing,chills,fatigue,cough
Diabetes ,fatigue,weight_loss,restlessness,lethargy
Chronic cholestasis,itching,yellowish_skin,nausea,loss_of_appetite
Osteoarthristis,joint_pain,knee_pain,hip_joint_pain,swelling_joints
Drug Reaction,itching,skin_rash,stomach_pain,burning_micturition
Hypoglycemia,vomiting,fatigue,anxiety,sweating
Migraine,acidity,indigestion,headache,blurred_and_distorted_vision
Diabetes ,fatigue,weight_loss,restlessness,lethargy
Psoriasis,skin_rash,joint_pain,silver_like_dusting,small_dents_in_nails
Osteoarthristis,joint_pain,neck_pain,knee_pain,hip_joint_pain
Alcoholic hepatitis,vomiting,yellowish_skin,abdominal_pain,swelling_of_stomach
Typhoid,chills,vomiting,fatigue,high_fever
Paralysis (brain hemorrhage),vomiting,headache,weakness_of_one_body_side,altered_sensorium
Hyperthyroidism,fatigue,mood_swings,weight_loss,restlessness
Hepatitis E,joint_pain,vomiting,fatigue,high_fever
Hypoglycemia,vomiting,fatigue,anxiety,sweating
Acne,skin_rash,pus_filled_pimples,blackheads,
Malaria,chills,vomiting,high_fever,sweating
Chicken pox,itching,skin_rash,fatigue,lethargy
Drug Reaction,itching,skin_rash,burning_micturition,spotting_ urination
Chronic cholestasis,vomiting,yellowish_skin,nausea,loss_of_appetite
Hepatitis B,itching,fatigue,lethargy,yellowish_skin
Diabetes ,fatigue,weight_loss,restlessness,irregular_sugar_level
Hypoglycemia,vomiting,fatigue,sweating,headache
Hypertension ,headache,chest_pain,dizziness,loss_of_balance
Cervical spondylosis,back_pain,weakness_in_limbs,neck_pain,dizziness
Migraine,acidity,indigestion,headache,blurred_and_distorted_vision
hepatitis A,joint_pain,vomiting,yellowish_skin,nausea
Dimorphic hemmorhoids(piles),constipation,pain_during_bowel_movements,pain_in_anal_region,bloody_stool
Impetigo,skin_rash,high_fever,blister,red_sore_around_nose
Heart attack,vomiting,breathlessness,sweating,chest_pain
Impetigo,skin_rash,high_fever,blister,red_sore_around_nose
Cervical spondylosis,back_pain,weakness_in_limbs,neck_pain,dizziness
Migraine,acidity,indigestion,headache,blurred_and_distorted_vision
GERD,stomach_pain,acidity,ulcers_on_tongue,vomiting
Alcoholic hepatitis,vomiting,yellowish_skin,abdominal_pain,swelling_of_stomach
Bronchial Asthma,fatigue,cough,high_fever,breathlessness
Impetigo,skin_rash,high_fever,red_sore_around_nose,yellow_crust_ooze
hepatitis A,joint_pain,vomiting,yellowish_skin,dark_urine
Hepatitis C,fatigue,yellowish_skin,nausea,yellowing_of_eyes
Diabetes ,fatigue,weight_loss,restlessness,lethargy
Tuberculosis,chills,vomiting,fatigue,weight_loss
Bronchial Asthma,cough,high_fever,breathlessness,family_history
GERD,stomach_pain,acidity,ulcers_on_tongue,vomiting
Hepatitis B,itching,fatigue,lethargy,yellowish_skin
Pneumonia,chills,fatigue,cough,high_fever
Arthritis,muscle_weakness,stiff_neck,swelling_joints,movement_stiffness
Urinary tract infection,burning_micturition,bladder_discomfort,foul_smell_of urine,continuous_feel_of_urine
Hepatitis C,fatigue,yellowish_skin,nausea,loss_of_appetite
Chronic cholestasis,itching,vomiting,yellowish_skin,nausea
Common Cold,continuous_sneezing,chills,fatigue,cough
Hypothyroidism,fatigue,weight_gain,cold_hands_and_feets,mood_swings
Alcoholic hepatitis,vomiting,yellowish_skin,swelling_of_stomach,distention_of_abdomen
Dengue,skin_rash,chills,joint_pain,vomiting
Alcoholic hepatitis,vomiting,yellowish_skin,abdominal_pain,swelling_of_stomach
Migraine,acidity,indigestion,headache,blurred_and_distorted_vision
Hepatitis D,joint_pain,vomiting,fatigue,yellowish_skin
Hepatitis E,joint_pain,vomiting,fatigue,high_fever
Jaundice,itching,vomiting,fatigue,weight_loss
Hepatitis B,itching,fatigue,lethargy,yellowish_skin
Hypertension ,headache,dizziness,loss_of_balance,lack_of_concentration
Common Cold,continuous_sneezing,chills,fatigue,cough
GERD,stomach_pain,acidity,ulcers_on_tongue,vomiting
hepatitis A,vomiting,yellowish_skin,dark_urine,nausea
Heart attack,vomiting,breathlessness,sweating,chest_pain
Hypoglycemia,vomiting,fatigue,anxiety,sweating
Bronchial Asthma,fatigue,cough,high_fever,breathlessness
Migraine,acidity,indigestion,headache,blurred_and_distorted_vision
Hypoglycemia,vomiting,fatigue,anxiety,sweating
Chicken pox,itching,skin_rash,fatigue,lethargy
Common Cold,continuous_sneezing,chills,fatigue,cough
Allergy,continuous_sneezing,shivering,chills,watering_from_eyes
Migraine,acidity,indigestion,headache,blurred_and_distorted_vision
Hypothyroidism,fatigue,weight_gain,cold_hands_and_feets,mood_swings
Hypoglycemia,vomiting,fatigue,anxiety,sweating
Hepatitis D,joint_pain,vomiting,fatigue,yellowish_skin
Acne,skin_rash,pus_filled_pimples,blackheads,scurring
Typhoid,chills,vomiting,fatigue,high_fever
Allergy,continuous_sneezing,shivering,chills,watering_from_eyes
Dengue,skin_rash,chills,joint_pain,vomiting
Peptic ulcer diseae,vomiting,indigestion,loss_of_appetite,abdominal_pain
Fungal infection,itching,skin_rash,nodal_skin_eruptions,
Dengue,skin_rash,chills,joint_pain,vomiting
Gastroenteritis,vomiting,sunken_eyes,dehydration,diarrhoea
(vertigo) Paroymsal  Positional Vertigo,vomiting,headache,nausea,spinning_movements
Hypothyroidism,fatigue,weight_gain,cold_hands_and_feets,mood_swings
Fungal infection,itching,skin_rash,nodal_skin_eruptions,dischromic _patches
Diabetes ,fatigue,weight_loss,restlessness,irregular_sugar_level
Hyperthyroidism,fatigue,mood_swings,weight_loss,restlessness
Hepatitis D,joint_pain,vomiting,fatigue,yellowish_skin
Chicken pox,itching,skin_rash,fatigue,high_fever
Urinary tract infection,burning_micturition,bladder_discomfort,foul_smell_of urine,continuous_feel_of_urine
Peptic ulcer diseae,vomiting,indigestion,loss_of_appetite,abdominal_pain
Peptic ulcer diseae,vomiting,indigestion,loss_of_appetite,abdominal_pain
Chronic cholestasis,itching,vomiting,nausea,loss_of_appetite
Osteoarthristis,neck_pain,knee_pain,hip_joint_pain,swelling_joints
Pneumonia,chills,fatigue,cough,high_fever
Osteoarthristis,joint_pain,neck_pain,knee_pain,hip_joint_pain
Malaria,chills,vomiting,high_fever,sweating
(vertigo) Paroymsal  Positional Vertigo,vomiting,headache,nausea,spinning_movements
Common Cold,continuous_sneezing,chills,fatigue,cough
Osteoarthristis,joint_pain,neck_pain,knee_pain,hip_joint_pain
Hypothyroidism,fatigue,weight_gain,cold_hands_and_feets,mood_swings
Malaria,chills,vomiting,high_fever,sweating
Hypothyroidism,fatigue,weight_gain,cold_hands_and_feets,mood_swings
Psoriasis,skin_rash,joint_pain,skin_peeling,silver_like_dusting
Migraine,acidity,indigestion,headache,excessive_hunger
Impetigo,skin_rash,high_fever,red_sore_around_nose,yellow_crust_ooze
Hepatitis B,itching,fatigue,lethargy,yellowish_skin
Cervical spondylosis,back_pain,weakness_in_limbs,neck_pain,dizziness
Typhoid,chills,vomiting,fatigue,high_fever
(vertigo) Paroymsal  Positional Vertigo,vomiting,headache,nausea,spinning_movements
Typhoid,chills,vomiting,fatigue,high_fever
Acne,skin_rash,pus_filled_pimples,scurring,
Psoriasis,skin_rash,joint_pain,skin_peeling,silver_like_dusting
Dengue,skin_rash,chills,joint_pain,vomiting
(vertigo) Paroymsal  Positional Vertigo,vomiting,headache,nausea,spinning_movements
Malaria,chills,high_fever,sweating,headache
Chicken pox,itching,skin_rash,fatigue,lethargy
Drug Reaction,itching,stomach_pain,burning_micturition,spotting_ urination
Hypothyroidism,fatigue,weight_gain,cold_hands_and_feets,mood_swings
Hypothyroidism,fatigue,weight_gain,cold_hands_and_feets,mood_swings
Bronchial Asthma,fatigue,cough,high_fever,breathlessness
Pneumonia,chills,fatigue,cough,high_fever
Tuberculosis,chills,vomiting,fatigue,cough
Malaria,chills,vomiting,high_fever,sweating
Dengue,skin_rash,chills,vomiting,fatigue
Allergy,shivering,chills,watering_from_eyes,
Cervical spondylosis,back_pain,weakness_in_limbs,neck_pain,dizziness
Hyperthyroidism,fatigue,mood_swings,weight_loss,restlessness
AIDS,muscle_wasting,patches_in_throat,high_fever,extra_marital_contacts
Pneumonia,chills,fatigue,cough,high_fever
Hepatitis E,joint_pain,vomiting,fatigue,high_fever
Chicken pox,itching,skin_rash,fatigue,lethargy
Tuberculosis,chills,vomiting,fatigue,weight_loss
hepatitis A,joint_pain,vomiting,yellowish_skin,dark_urine
Hypothyroidism,fatigue,weight_gain,cold_hands_and_feets,mood_swings
Dimorphic hemmorhoids(piles),constipation,pain_during_bowel_movements,pain_in_anal_region,bloody_stool
Hyperthyroidism,fatigue,mood_swings,weight_loss,restlessness
hepatitis A,joint_pain,vomiting,yellowish_skin,dark_urine
Cervical spondylosis,back_pain,weakness_in_limbs,neck_pain,dizziness
Varicose veins,fatigue,cramps,bruising,obesity
Dengue,skin_rash,chills,joint_pain,vomiting
Varicose veins,fatigue,cramps,bruising,obesity
Alcoholic hepatitis,vomiting,yellowish_skin,abdominal_pain,swelling_of_stomach
Hepatitis E,joint_pain,vomiting,fatigue,high_fever
Arthritis,muscle_weakness,stiff_neck,swelling_joints,movement_stiffness
Alcoholic hepatitis,vomiting,yellowish_skin,abdominal_pain,swelling_of_stomach
Hepatitis E,joint_pain,vomiting,fatigue,high_fever
Malaria,chills,vomiting,sweating,headache
Allergy,continuous_sneezing,shivering,watering_from_eyes,
Allergy,continuous_sneezing,chills,watering_from_eyes,
Drug Reaction,itching,skin_rash,stomach_pain,burning_micturition
Bronchial Asthma,fatigue,cough,high_fever,breathlessness
Impetigo,skin_rash,high_fever,red_sore_around_nose,yellow_crust_ooze
Hypoglycemia,vomiting,fatigue,anxiety,sweating
(vertigo) Paroymsal  Positional Vertigo,vomiting,headache,nausea,spinning_movements
Paralysis (brain hemorrhage),vomiting,headache,altered_sensorium,
Hepatitis D,joint_pain,vomiting,fatigue,yellowish_skin
Hypoglycemia,vomiting,fatigue,anxiety,sweating
Tuberculosis,chills,vomiting,fatigue,weight_loss
Malaria,chills,vomiting,high_fever,sweating
Hypoglycemia,vomiting,fatigue,anxiety,sweating
Peptic ulcer diseae,vomiting,loss_of_appetite,abdominal_pain,passage_of_gases
Hepatitis D,joint_pain,vomiting,fatigue,yellowish_skin
GERD,stomach_pain,acidity,ulcers_on_tongue,vomiting
Jaundice,itching,vomiting,fatigue,weight_loss
Paralysis (brain hemorrhage),vomiting,headache,altered_sensorium,
Common Cold,continuous_sneezing,chills,fatigue,cough
Heart attack,vomiting,breathlessness,sweating,chest_pain
Varicose veins,fatigue,cramps,bruising,obesity
Hypoglycemia,vomiting,fatigue,anxiety,sweating
Psoriasis,skin_rash,joint_pain,skin_peeling,silver_like_dusting
Heart attack,breathlessness,sweating,chest_pain,
Hypertension ,headache,chest_pain,dizziness,loss_of_balance
Diabetes ,fatigue,weight_loss,restlessness,lethargy
Typhoid,chills,vomiting,fatigue,high_fever
Chicken pox,itching,skin_rash,fatigue,lethargy
Gastroenteritis,vomiting,sunken_eyes,dehydration,diarrhoea
Paralysis (brain hemorrhage),vomiting,headache,weakness_of_one_body_side,altered_sensorium
hepatitis A,joint_pain,vomiting,yellowish_skin,dark_urine
(vertigo) Paroymsal  Positional Vertigo,vomiting,headache,nausea,spinning_movements
Impetigo,skin_rash,high_fever,blister,red_sore_around_nose
Peptic ulcer diseae,vomiting,indigestion,loss_of_appetite,abdominal_pain
Peptic ulcer diseae,vomiting,indigestion,loss_of_appetite,abdominal_pain
Bronchial Asthma,fatigue,cough,high_fever,breathlessness
Malaria,chills,vomiting,high_fever,sweating
Bronchial Asthma,cough,high_fever,breathlessness,family_history
Malaria,chills,vomiting,high_fever,sweating
Common Cold,continuous_sneezing,chills,fatigue,cough
Tuberculosis,chills,fatigue,weight_loss,cough
Dimorphic hemmorhoids(piles),constipation,pain_during_bowel_movements,pain_in_anal_region,bloody_stool
Dengue,skin_rash,chills,joint_pain,vomiting
Hepatitis C,fatigue,yellowish_skin,nausea,yellowing_of_eyes
Fungal infection,itching,skin_rash,nodal_skin_eruptions,
Gastroenteritis,vomiting,sunken_eyes,dehydration,diarrhoea
Jaundice,itching,vomiting,fatigue,weight_loss
Peptic ulcer diseae,vomiting,indigestion,loss_of_appetite,abdominal_pain
Osteoarthristis,joint_pain,neck_pain,knee_pain,hip_joint_pain
Varicose veins,fatigue,cramps,bruising,obesity
Hypoglycemia,vomiting,anxiety,sweating,headache
Hepatitis B,itching,fatigue,lethargy,dark_urine
Drug Reaction,itching,skin_rash,burning_micturition,spotting_ urination
Paralysis (brain hemorrhage),vomiting,headache,weakness_of_one_body_side,altered_sensorium
Fungal infection,itching,nodal_skin_eruptions,dischromic _patches,
Hypothyroidism,fatigue,weight_gain,cold_hands_and_feets,mood_swings
Hypoglycemia,vomiting,fatigue,anxiety,sweating
Urinary tract infection,burning_micturition,bladder_discomfort,foul_smell_of urine,continuous_feel_of_urine
Hypoglycemia,vomiting,fatigue,anxiety,sweating
Impetigo,skin_rash,blister,red_sore_around_nose,yellow_crust_ooze
Arthritis,muscle_weakness,stiff_neck,swelling_joints,movement_stiffness
Hypertension ,headache,chest_pain,dizziness,loss_of_balance
Hepatitis C,fatigue,nausea,loss_of_appetite,yellowing_of_eyes
Common Cold,chills,fatigue,cough,high_fever
Diabetes ,fatigue,weight_loss,restlessness,lethargy
GERD,stomach_pain,acidity,ulcers_on_tongue,vomiting
Chicken pox,itching,fatigue,lethargy,high_fever
Hypoglycemia,vomiting,fatigue,anxiety,sweating
Hypoglycemia,vomiting,fatigue,sweating,headache
Hypothyroidism,fatigue,weight_gain,cold_hands_and_feets,mood_swings
Alcoholic hepatitis,vomiting,yellowish_skin,abdominal_pain,swelling_of_stomach
Diabetes ,fatigue,weight_loss,restlessness,lethargy
Hepatitis B,itching,lethargy,yellowish_skin,dark_urine
Bronchial Asthma,fatigue,cough,high_fever,family_history
Fungal infection,itching,skin_rash,nodal_skin_eruptions,dischromic _patches
Hepatitis C,fatigue,yellowish_skin,nausea,loss_of_appetite
Jaundice,itching,vomiting,fatigue,weight_loss
Osteoarthristis,joint_pain,neck_pain,knee_pain,hip_joint_pain
Paralysis (brain hemorrhage),vomiting,headache,altered_sensorium,
Hepatitis E,joint_pain,vomiting,fatigue,high_fever
Alcoholic hepatitis,vomiting,yellowish_skin,abdominal_pain,swelling_of_stomach
Malaria,chills,high_fever,sweating,headache
Hypertension ,headache,chest_pain,dizziness,loss_of_balance
Arthritis,muscle_weakness,stiff_neck,swelling_joints,movement_stiffness
Typhoid,chills,vomiting,fatigue,high_fever
Hyperthyroidism,fatigue,mood_swings,weight_loss,restlessness
Hypoglycemia,vomiting,fatigue,anxiety,sweating
hepatitis A,joint_pain,vomiting,yellowish_skin,dark_urine
Malaria,chills,vomiting,high_fever,sweating
Heart attack,vomiting,breathlessness,sweating,chest_pain
hepatitis A,joint_pain,vomiting,yellowish_skin,dark_urine
Hepatitis B,itching,fatigue,lethargy,yellowish_skin
Pneumonia,chills,fatigue,cough,high_fever
GERD,stomach_pain,acidity,ulcers_on_tongue,vomiting
Arthritis,muscle_weakness,stiff_neck,swelling_joints,movement_stiffness
Pneumonia,chills,fatigue,cough,high_fever
(vertigo) Paroymsal  Positional Vertigo,vomiting,headache,nausea,spinning_movements
Chicken pox,itching,skin_rash,fatigue,lethargy
Hepatitis B,fatigue,lethargy,yellowish_skin,dark_urine
Tuberculosis,chills,vomiting,fatigue,weight_loss
Bronchial Asthma,fatigue,cough,breathlessness,family_history
Varicose veins,fatigue,cramps,bruising,obesity
AIDS,patches_in_throat,high_fever,extra_marital_contacts,
Varicose veins,fatigue,cramps,bruising,obesity
Chronic cholestasis,itching,vomiting,yellowish_skin,loss_of_appetite
Hepatitis D,joint_pain,vomiting,fatigue,yellowish_skin
Urinary tract infection,burning_micturition,bladder_discomfort,foul_smell_of urine,continuous_feel_of_urine
Migraine,acidity,indigestion,headache,blurred_and_distorted_vision
Dimorphic hemmorhoids(piles),constipation,pain_during_bowel_movements,pain_in_anal_region,bloody_stool
Heart attack,vomiting,breathlessness,sweating,chest_pain
AIDS,muscle_wasting,patches_in_throat,high_fever,extra_marital_contacts
